,post id,time stamp,author,post,likes,shares,comments,social media,source,location
0,1267463434972651521,2020-06-01 14:30:05,Alula Solomon,"RT @RAbdiCG: PM Abiy has become a normal African Big Man. 

I was getting worried.

His Horn economic integration, alliance is dead. His st…",0,122, ,twitter,[],"New York, USA"
1,1267164872640475136,2020-05-31 18:43:43,Alula Solomon,"I was one of the presenters in this online conference organized by OLLA 
My topic was ""One man government (rule) and restoration of unitary system in Ethiopia"" 
Former United States Assistant Secretary of State for… https://t.co/p6IciJCDdz",15,3, ,twitter,['https://www.instagram.com/p/CA3Nbkpnf3q/?igshid=xqgr73zkiejh'],"New York, USA"
2,1266167357644386305,2020-05-29 00:39:56,Alula Solomon,"የአማራ ፖለቲከኞች (አሀዳዊያን ብልጥግና) በተሸናፊነት ስነ ልቦና ተገፋፍተው ግንቦት 20 ን የሽንፈታቸው ቀን አድርገው በመቆጠር የሚስኪኑ የአማራ ህዝብ ስነ ልቦና ባይጎዱ ጥሩ ነው:: ደርግን ""አማራ"" ብሎ መጥራት የኤርትራ ፖለቲካ መገለጫ ብቻ ይሁን::",33,3, ,twitter,[],"New York, USA"
3,1266154730893475851,2020-05-28 23:49:46,Alula Solomon,"Breaking!

According to sources from Khartoum, there is ongoing heavy fight in Ethiopia's Amhara region &amp; Sudan border. The Sudanese army has issued televised warning. The sources have also disclosed this might affect the lives of over 1 million Ethiopians in Sudan.",59,21, ,twitter,[],"New York, USA"
4,1266140892932571136,2020-05-28 22:54:47,Alula Solomon,@KiyaChala They don’t want to upset anything Derg (Amhara in their own word) now in their political discourse. They think it may harm their temporary romance with Abiy.,3,0, ,twitter,[],"New York, USA"
5,1266131924025782272,2020-05-28 22:19:08,Alula Solomon,"RT @TsedaleLemma: ግንቦት 19... ግንቦት 20... ግንቦት 21... ግንቦት 22...ግንቦ...እ! 🥴🥴😂

እኔና ቤቴ ግን ግንቦት ሃያን እናከብራለን። ለቀኑ የሚሆን መልእክትም በግንቦት 20 ይዘን እንመለሳለን…",0,27, ,twitter,[],"New York, USA"
6,1266110519515254791,2020-05-28 20:54:05,Alula Solomon,"ትልቁ ስሕተት በገዛ ፈቃዳቸው ""ሽንፈቱ የኛ ነው"" ብለው ያመኑ ተሸናፊዎች የአሸናፊዎችን የድል ቀን እንዲያከብሩ መጠበቅ ነው:: 

Clash of narratives. Disintegration is inevitable!",51,3, ,twitter,[],"New York, USA"
7,1266038678599741440,2020-05-28 16:08:37,Alula Solomon,RT @TsedaleLemma: #Ginbot20 marks the beginning of a transformative state structure &amp; a new state building project in Ethiopia. It did so t…,0,53, ,twitter,[],"New York, USA"
8,1265693735360364551,2020-05-27 17:17:56,Alula Solomon,RT @ProfKindeya: Greetings from Beautiful &amp; peaceful #Mekelle #Tigrai #Ethiopia - እንኳን ለግንቦት 20 የድል በዓል አደረሰን:: https://t.co/i1EC1BRAER,0,23, ,twitter,[],"New York, USA"
9,1265651259153014788,2020-05-27 14:29:09,Alula Solomon,"Rashid Abdi on Tigreans tradition ""ባህልና"" 😁 https://t.co/ez1178kdnW",30,8, ,twitter,[],"New York, USA"
10,1265329585748684801,2020-05-26 17:10:56,Alula Solomon,Sorry for being cruel in setting the agenda ☕️,23,0, ,twitter,[],"New York, USA"
11,1265053546086633472,2020-05-25 22:54:03,Alula Solomon,"RT @EthioTube: የትግራይ ሚዲያ ሀውስ ዋና ስራ አስፈፃሚ @Alula_Solomon በኢትዮትዩብ የሀሳብ ማዕድ ውይይት ላይ፣ ""ከብልጽግና ይልቅ procedure ተከትሎ እየሄደ ያለው TPLF ነው"" በማለት ተናግሯል።…",0,3, ,twitter,[],"New York, USA"
12,1264941260172918786,2020-05-25 15:27:52,Alula Solomon,"RT @TsedaleLemma: PP cadres have dragged the dignity of politicking into the gutter that even to report on something, one needs to peel off…",0,83, ,twitter,[],"New York, USA"
13,1264464403371614209,2020-05-24 07:53:01,Alula Solomon,"RT @AlemayehuGK: In case you missed my conversation with @Alula_Solomon and @lijtekle 

https://t.co/fYu5KzZeIJ",0,1, ,twitter,['https://youtu.be/vpF7KLkdbfo'],"New York, USA"
14,1264272885671235584,2020-05-23 19:11:59,Alula Solomon,@WediTig Postponed to 2021 (Denver) due to COVID19 pandemic.,1,0, ,twitter,[],"New York, USA"
15,1263859807523569664,2020-05-22 15:50:34,Alula Solomon,@AbiyAhmedAli While depriving Eritrean refugees right in collaboration with dictator Isaias. The hypocrisy 🙊,36,3, ,twitter,[],"New York, USA"
16,1263740969226244100,2020-05-22 07:58:20,Alula Solomon,"RT @Jawar_Mohammed: So the Election Board says, to prepare to the election, it needs 10-15 months after Covid-19 pandemic is over. Accordin…",0,100, ,twitter,[],"New York, USA"
17,1263499734767017984,2020-05-21 15:59:46,Alula Solomon,RT @Jawar_Mohammed: Members of the CCI have been speaking to state media since yesterday explaining how constitutional interpretation is th…,0,53, ,twitter,[],"New York, USA"
18,1263207884051144714,2020-05-20 20:40:03,Alula Solomon,RT @ProfKindeya: We have signed an agreement with the #Tigrai Bureau of #Education for launching TV educational program for grades 9-12 in…,0,16, ,twitter,[],"New York, USA"
19,1262921381790048258,2020-05-20 01:41:36,Alula Solomon,By cartoonist Habtom G. https://t.co/ZeUNTPV7mN,44,6, ,twitter,[],"New York, USA"
20,1262633057233899523,2020-05-19 06:35:54,Alula Solomon,9 months ago (September 2019) from my interview with OMN in Addis Ababa https://t.co/nOwzrkWHVP,27,5, ,twitter,[],"New York, USA"
21,1262585894118346768,2020-05-19 03:28:29,Alula Solomon,"Property of big corps in a land of no policy &amp; strategy

Source: unknown https://t.co/tCwECJEJo9",18,0, ,twitter,[],"New York, USA"
22,1262565780253822978,2020-05-19 02:08:34,Alula Solomon,Summary of Col. Abiy's Council of Constitutional Inquiry (CCI) hearing https://t.co/BydDp4Wbqc,21,3, ,twitter,[],"New York, USA"
23,1262063580880478208,2020-05-17 16:53:00,Alula Solomon,ትግራይ ዓዲ ሰላም ፣ ልምዓት ፣ ዲሞክራሲ ፣ ፍትሒን ርትዒን ክትከውን ግድን 'ምበር ናይ ሕርያ (optional) ጉዳይ ኣይኮነን!,58,4, ,twitter,[],"New York, USA"
24,1261874945950441472,2020-05-17 04:23:26,Alula Solomon,@ProudEritrean91 @CeaseTyranny Ermias Legesse used to be Sophia Tesfamariam’s lapdog in DC.,2,0, ,twitter,[],"New York, USA"
25,1261873998071201792,2020-05-17 04:19:40,Alula Solomon,"RT @CeaseTyranny: Erimias Legesse: Short message for #PFDJ members. 
He said #Eritrea for the past 29 years is under:

Slavery
One party
On…",0,20, ,twitter,[],"New York, USA"
26,1261832715432873985,2020-05-17 01:35:37,Alula Solomon,"Script: Abiy Ahmed
Acting: Meaza Achenafi 😂 https://t.co/vHt7ALd19z",30,5, ,twitter,[],"New York, USA"
27,1261493465776640001,2020-05-16 03:07:34,Alula Solomon,Recently some of the Eritrean spies provided to Abiy by Isaias were found dead in their hotel rooms in Addis Ababa. 2/2,10,1, ,twitter,[],"New York, USA"
28,1261493411233890309,2020-05-16 03:07:21,Alula Solomon,"Isaias told Abiy to forget the idea of conducting elections, focus instead on ways of removing nationalist movements and oppositions in Oromiya and SNNR. The expiring Eritrean dictator has also provided spies and army to the aspiring Ethiopian dictator. 1/2",27,4, ,twitter,[],"New York, USA"
29,1261168302803628033,2020-05-15 05:35:29,Alula Solomon,"A consequence of failed diplomacy!

Sudan and other riparian countries used to have hope on the dam. Who killed that hope now? 
https://t.co/V5y6gzYMut via @ahramonline",14,1, ,twitter,['http://english.ahram.org.eg/News/369350.aspx'],"New York, USA"
30,1252698323791814657,2020-04-21 20:38:49,Daniel Berhane,"የኮሮና ወሬ - 20 
የሚዲያ ሚና።

ወትሮም የኢትዮጲያ ሚዲያ ነጻነት፣ አቅም፣ አቀራረብና ማህበራዊ ፋይዳ የሚተች ነው። በኮሮና ጦርነት ወቅት ተመሳሳይ ችግር መታየቱ ግን ግርም ቅርም የሚያሰኝ ነው። 

Read:
https://t.co/4NtLqaTKob
#Ethiopia  #coronavirus",17,1, ,twitter,['https://m.facebook.com/story.php?story_fbid=10158788849394880&id=785864879'],"Addis Ababa, Ethiopia"
31,1252014421985148935,2020-04-19 23:21:14,Daniel Berhane,"የኮሮና ወሬ - 19
ከግብታዊና ሱሪ-ባንገት አካሄድ ይልቅ አካባቢያዊ-ዘርፋዊ-ወቅታዊ-ተለዋዋጭ ስልቶች (6 ነጥቦች)

A 6-point proposal of localist, sectoral, time-bound, flexible approach on #CoronaVirus #Ethiopia
@DrTedros @lia_tadesse

Read: https://t.co/KeVPslm1P9",18,1, ,twitter,['https://m.facebook.com/story.php?story_fbid=10158780571934880&id=785864879'],"Addis Ababa, Ethiopia"
32,1249840104971153408,2020-04-13 23:21:16,Daniel Berhane,"የኮሮና ወሬ - 17
የመዝናኛ ተቋማት የኮሮና ተጋላጭነትን ለመቆጣጠር መመሪያ(መነሻ ሀሳብ)
ትርጓሜ- የመዝናኛ ተቋማት ማለት ቁርስ ቤት ምግብ ቤት ኮፊ ሀውስ ካፍቴሪያ ሬስቶራንት  ጁስ ቤትና ሆቴል ማለት ነው....
https://t.co/6DU39KgZQQ

#Ethiopia #coronavirus",23,0, ,twitter,['https://m.facebook.com/story.php?story_fbid=10158753533159880&id=785864879'],"Addis Ababa, Ethiopia"
33,1248402997308084224,2020-04-10 00:10:43,Daniel Berhane,"Stay strong @DrTedros 
We are all with you.
I have tracked atleast two dozen tweets of solidarity and support for you from leaders in Africa (inc. Ethiopia) and other parts of the world.
Ignore the distraction and keep on leading humanity's fight against COVID-19.
#CoronaVirus",276,30, ,twitter,[],"Addis Ababa, Ethiopia"
34,1248363515309588484,2020-04-09 21:33:50,Daniel Berhane,"የኮሮና ወሬ - 16
የፌዴራልና የክልል የኮሮና መከላከል አዋጆች አይጣሉም ቢጣሉም አይጎዳም።
የፌዴራሉና የትግራይ የአስቸኳይ ግዜ አዋጅ ጋር እንደሚጣጣሙ ጥያቄ ተነስቷል። በቀጣይም ከሌሎች ክልሎች በተያያዘ መነሳቱ አይቀርም.....
https://t.co/irVtmUw0HV",13,0, ,twitter,['https://m.facebook.com/story.php?story_fbid=10158733802584880&id=785864879'],"Addis Ababa, Ethiopia"
35,1247952418136096773,2020-04-08 18:20:16,Daniel Berhane,"የኮሮና ወሬ - 15
""የኮሮና መከላከል አስቸኳይ ድንጋጌ"" እንዴት ይታወጅ? (ሞዴል የአዋጅ ረቂቅ)።
ከጠቅላላ ግንዛቤ እና ከእንግሊዝና ከኒውዮርክ አዋጆች በመነሳት የሚከተሉትን ነጥቦች ልጠቁም።
Read more:
https://t.co/SXbgswyu3l
#Ethiopia #coronavirus",16,0, ,twitter,['https://m.facebook.com/story.php?story_fbid=10158733039894880&id=785864879'],"Addis Ababa, Ethiopia"
36,1247928339177844736,2020-04-08 16:44:36,Daniel Berhane,"#Ethiopia:
-&gt; Federal gov't cabinet decreed State of Emergency today as per the federal constitution.
-&gt; Tigray's parliament is to meet tomorrow to approve the State of Emergency decreed by the regional cabinet two weeks ago as per the regional constitution.
#CoronaVirus #COVID19",52,7, ,twitter,[],"Addis Ababa, Ethiopia"
37,1244292169848033280,2020-03-29 15:55:45,Daniel Berhane,"New State of Emergency decisions by State of Tigray:
Coffee houses, cafes and juice houses shall be closed
Anyone who travelled out of Tigray in the past 20 days shall be tested.
Anyone who enters Tigray after shall be tested &amp; put under supervision.
All house rental be halved.",305,53, ,twitter,[],"Addis Ababa, Ethiopia"
38,1243533844126535682,2020-03-27 13:42:26,Daniel Berhane,"#Ethiopia|n government claims to have developed some sort of medicine for #CoronaVirus. The medicine is said to ""boost immunity, non-toxic and feasible"". 
Research has been complete and production will begin soon, announced the Ministry of Science and Innovation today on facebook https://t.co/WzC8g1e7np",45,4, ,twitter,[],"Addis Ababa, Ethiopia"
39,1243114658619437056,2020-03-26 09:56:45,Daniel Berhane,"The State of #Tigray banned for 15 days:
* Movements between cities and from urban to rural areas,
* Big markets,
* Wedding and mournings,
* Entertainment ventures (dance clubs, football games, etc.)
#CoronaVirus #Ethiopia",102,19, ,twitter,[],"Addis Ababa, Ethiopia"
40,1242881066635079680,2020-03-25 18:28:32,Daniel Berhane,"The Cabinet of the State of #Tigray declared State of Emeregency to prevent the spread of #CoronaVirus.
#Ethiopia",103,14, ,twitter,[],"Addis Ababa, Ethiopia"
41,1242562939485401088,2020-03-24 21:24:25,Daniel Berhane,What is the specific brand of testkit that @JackMa donated to #Ethiopia? And the extra testkits that is donated by China yesterday? Any news report with the details? #coronavirus,29,2, ,twitter,[],"Addis Ababa, Ethiopia"
42,1239913530788364288,2020-03-17 13:56:36,Daniel Berhane,"WHO says #CoronaVirus transmits in hot weathers. PM @AbiyAhmedAli claimed otherwise last sunday.
የአለም ጤና ድርጅት ኮሮና በሞቃት የአየር ንብረት እንደሚሰራጭ ገልጿል። ጠ/ሚ አብይ አህመድ ባለፈው እሁድ አየር ንብረታችን ተጋላጭነታችንን ይቀንሳል ብሎ ነበር https://t.co/i5g1G0GtEH",33,3, ,twitter,[],"Addis Ababa, Ethiopia"
43,1239269098766376960,2020-03-15 19:15:52,Daniel Berhane,"Breaking:
ICS, the most expensive school attended by PM @AbiyAhmedAli's children, is closed due to #CoronaVirus fears.
#Ethiopia https://t.co/wLIj6l4NjL",19,4, ,twitter,[],"Addis Ababa, Ethiopia"
44,1239258072889151489,2020-03-15 18:32:03,Daniel Berhane,"ICS, the expensive school which PM @AbiyAhmedAli's children attend, is closed.
Apparently due to #CoronaVirus threats. #Ethiopia",21,6, ,twitter,[],"Addis Ababa, Ethiopia"
45,1239130855097982976,2020-03-15 10:06:32,Daniel Berhane,"Tigray's first #CoronaVirus quarantine and treatment site.
(Near Kalamino school, Mekelle)
#Tigray #Ethiopia https://t.co/hIEY7XXjvC",91,7, ,twitter,[],"Addis Ababa, Ethiopia"
46,1239096207580028930,2020-03-15 07:48:51,Daniel Berhane,"Ethiopia's Aladeen a.k.a PM @AbiyAhmedAli alludes spicy foods can mitigate Corona.
 #CoronaVirusUpdates",33,4, ,twitter,[],"Addis Ababa, Ethiopia"
47,1238990813323046912,2020-03-15 00:50:03,Daniel Berhane,"PM @AbiyAhmedAli suggested today at Millennium hall that #Ethiopia|n ""way of eating"" (diet?) mitigates the fatality of #coronavirus.
Is this claimed backed by science? @WHO @DrTedros @liyakebede",34,8, ,twitter,[],"Addis Ababa, Ethiopia"
48,1233636840223264768,2020-02-29 06:15:17,Daniel Berhane,"US Treasury tells #Ethiopia not to start final testing and filling of #GERD dam before signing an agreement with #Egypt.
Well done PM @AbiyAhmedAli, you managed to mess up big time.",114,19, ,twitter,[],"Addis Ababa, Ethiopia"
49,1230744153669001217,2020-02-21 06:40:47,Daniel Berhane,".@NLinEthiopia 
Still looted.
Return it to its original site in #Tigray, not #Ethiopia https://t.co/nCfvBMFvWn",51,9, ,twitter,[],"Addis Ababa, Ethiopia"
50,1230403647953080321,2020-02-20 08:07:44,Daniel Berhane,".@NLinEthiopia Return the artifact to Tigray. A stolen artifact is a stolen one until it returns to the original site. Return it to Tigray, not Ethiopia.",75,15, ,twitter,[],"Addis Ababa, Ethiopia"
51,1229850802262548481,2020-02-18 19:30:55,Daniel Berhane,"Telecom blackout!
The Oromara fascistic junta staged a telecom blackout on Tigray for the last 4 hours.
From 6:15 pm to 10:19 pm, no mobile data connection.
From 6:15 pm to 8:10 pm, no telephone connection. 
On our most sacred day: The 45th anniversary of the liberation struggle.",94,15, ,twitter,[],"Addis Ababa, Ethiopia"
52,1229775826314547200,2020-02-18 14:32:59,Daniel Berhane,"If Cheleko Selasie is not going to receive the Crown and be stored in Addis Ababa, it is not clear why it would be returned from #Netherlands at all.
A stolen artifact is a stolen one until returned to its original spot.
#Ethiopia",53,13, ,twitter,[],"Addis Ababa, Ethiopia"
53,1228543219174137857,2020-02-15 04:55:03,Daniel Berhane,"Statue of Tigrayan Martyrs.
Mekelle, State of Tigray.
#Tigray #Ethiopia https://t.co/A2Ez1DOUme",97,8, ,twitter,[],"Addis Ababa, Ethiopia"
54,1224266194997383168,2020-02-03 09:39:41,Daniel Berhane,"#Ethiopia 
A suspected case of #coronavirus quarantined in Axum. The individual arrived in Addis Ababa two days before screening began. He was PhD student of immunology in China. 
Tigray heath bureau head @hgodefay told me he met him in person today and the symptoms are mild.",105,35, ,twitter,[],"Addis Ababa, Ethiopia"
55,1221553005411160064,2020-01-26 21:58:26,Daniel Berhane,"Looks like twitter is restricting me from posting videos opposed to #Ethiopia|n PM Abiy Ahmed.
Last time, it was Trump's comment about the nobel prize.
Today, it is a beating of a passenger at Bole International Airport (Addis Ababa) by Abiy Ahmed's soldiers.
What's going on? https://t.co/DcAZe6qZMz",47,8, ,twitter,[],"Addis Ababa, Ethiopia"
56,1221551352851181569,2020-01-26 21:51:52,Daniel Berhane,"Bole Airport in the era of PM @AbiyAhmedAli. This is why I am avoiding that airport. 
Abiy Ahmed's solidiers lack the minimal sense of decency and ethics. #Ethiopia",27,3, ,twitter,[],"Addis Ababa, Ethiopia"
57,1220786805970259968,2020-01-24 19:13:50,Daniel Berhane,"If that was the case, Abadula or Abiy could as well represent Tigray b/c they speak Tigrigna.
Tigray - any other nation/nationality for that matter, is represented in an organized manner through legitmate institutions. Any other approach is nothing but Derg 2.0
(2/2)
#Ethiopia",35,5, ,twitter,[],"Addis Ababa, Ethiopia"
58,1220786283645210624,2020-01-24 19:11:45,Daniel Berhane,#Ethiopia|n federation is not a collection of individuals. It is a pact of nations/nationalities which excercise self-rule (own teritory) and take part in shared-rule (in federal organs) in an organized manner. U can't pick a random speaker of the language as representative (1/2),60,15, ,twitter,[],"Addis Ababa, Ethiopia"
59,1220293180329025537,2020-01-23 10:32:20,Daniel Berhane,"A journalist of EBC, who was in Dep. PM Demeke Mekonen entourage, defected in Lonodon.
He described to BBC that Abiy Ahmed's reform a sham and the gov't as unfriendly to media freedom.
#Ethiopia",70,17, ,twitter,[],"Addis Ababa, Ethiopia"
60,1267535673931771920,2020-06-01 19:17:08,Zecharias Zelalem,"RT @MajiHailemariam: Thread: Colorism in Ethiopia 

Colorism is alive and thriving in Ethiopia. It is our non-discussed truth. From small i…",0,465, ,twitter,[],Addis Ababa or Toronto
61,1267321790415736832,2020-06-01 05:07:15,Zecharias Zelalem,"@SandokanDebebe @globetrotter1_ @PMEthiopia @AbiyAhmedAli @globetrotter1_ she only crowdfunded 5000$ for clean water access in rural Ethiopia, but even if she didn't, she'd still be entitled to her opinions. No public official is in any position to tell a citizen what she can or cannot say. Just do what the taxpayer pays you to do. https://t.co/KOl69OE2u8",17,0, ,twitter,[],Addis Ababa or Toronto
62,1267205910008561664,2020-05-31 21:26:47,Zecharias Zelalem,"RT @ashoswai: As I have been saying the war is not an option - In spite of bravado, Egypt and Ethiopia will have to find a formula for GERD…",0,48, ,twitter,[],Addis Ababa or Toronto
63,1266965818472095746,2020-05-31 05:32:44,Zecharias Zelalem,"My latest for @QZ, calls for a return to tripartite talks echoed widely, but as Ethiopia promises to proceed with filling #GERD reservoir soon, to the chagrin of Egypt..stakes are higher &amp; time is of the essence. #Egypt #Ethiopia #Sudan  https://t.co/mxAEa06ZWP",9,3, ,twitter,['https://qz.com/africa/1862962/ethiopia-egypt-battle-for-river-nile-grand-dam-without-trump/'],Addis Ababa or Toronto
64,1266963944075407361,2020-05-31 05:25:17,Zecharias Zelalem,RT @qzafrica: Ethiopia and Egypt are pushing each other to the brink in a battle for control on the river Nile https://t.co/E9DlDd7j9K via…,0,17, ,twitter,['https://qz.com/africa/1862962/'],Addis Ababa or Toronto
65,1266963870607970305,2020-05-31 05:25:00,Zecharias Zelalem,RT @qz: Ethiopia and Egypt are pushing each other to the brink in a battle for control on the river Nile https://t.co/Vp8bQxRCwj,0,8, ,twitter,['http://dlvr.it/RXh1s3'],Addis Ababa or Toronto
66,1266963426443739138,2020-05-31 05:23:14,Zecharias Zelalem,"@DanceLink7 Wow, true colours of many on display this week! Ugh",1,0, ,twitter,[],Addis Ababa or Toronto
67,1266963043705073670,2020-05-31 05:21:43,Zecharias Zelalem,@JasonPatinkin Wow...career moment for the grandkids one day. Epic.,1,0, ,twitter,[],Addis Ababa or Toronto
68,1266961993677889536,2020-05-31 05:17:32,Zecharias Zelalem,"Looking back on the tweet...it could be interpreted as self aggrandizing, which was unintentional &amp; I definitely didn't mean to brag and/or come off as arrogant.",1,0, ,twitter,[],Addis Ababa or Toronto
69,1266959844009037825,2020-05-31 05:09:00,Zecharias Zelalem,mass arrest of civilians* and the press. Sorries.,4,0, ,twitter,[],Addis Ababa or Toronto
70,1266951978388803584,2020-05-31 04:37:45,Zecharias Zelalem,"Curfews across 9 American cities, national army deployed, protesters bringing entire counties to a gridlock, demands for policy change, mass arrests of journalists &amp; press...it has been a week now. What more is required for media to refer to it as ""revolution"" instead of ""riots?""",68,11, ,twitter,[],Addis Ababa or Toronto
71,1266947739696402437,2020-05-31 04:20:54,Zecharias Zelalem,"""South Africa has conducted about 30% of Africa’s tests even though it accounts for only 5% of the continent’s population."" ""War"" effort needs work I'd reckon. #covid19 ✍🏾 @Salem_Solomon. https://t.co/T7kRIwswAB",0,0, ,twitter,['https://www.voanews.com/covid-19-pandemic/its-were-war-africa-cdc-pledges-ramp-testing-covid-19?amp&__twitter_impression=true'],Addis Ababa or Toronto
72,1266793153979461632,2020-05-30 18:06:38,Zecharias Zelalem,"@Haileyabekele አዎ ብሩ ተመልሶላችዋል። ውሳኔው ከቅንነት የመነጨ ነው ለማለት ይከብዳል። እንደኔ እይታ የሚዲያው ጫናን መቋቋም ሲያቅታቸውና ታላላቅ አለም አቀፍ ሚዲያዎች ስለብዝበዛው መዘገብ ሲጀምሩ የደረሱበት ውሳኔ ነው።
https://t.co/rita4hs4Tk",2,1, ,twitter,['https://twitter.com/ZekuZelalem/status/1266293684582023169?s=19'],Addis Ababa or Toronto
73,1266790493662388225,2020-05-30 17:56:04,Zecharias Zelalem,"Catch some of Africa's finest journalism in the latest edition of @mailandguardian's The Continent digital paper, including a write-up on my investigation into the embezzlement of half a million$ from maids in Lebanon by Ethiopian diplomats. Free download.
https://t.co/m2d7KyoMvO",35,10, ,twitter,['https://mg.co.za/thecontinent/'],Addis Ababa or Toronto
74,1266789284931125248,2020-05-30 17:51:15,Zecharias Zelalem,"RT @simonallison: In Issue 7 of @thecontinent_: This week we're on the road with East African truck drivers, who are keeping supply chains…",0,37, ,twitter,[],Addis Ababa or Toronto
75,1266789244594462720,2020-05-30 17:51:06,Zecharias Zelalem,RT @simonallison: Big thanks this week to contributors @AmindehBlaise @brodiegal @ZekuZelalem @Athi_Saba @Subz_84 @samirasawlani @PaddyHarp…,0,8, ,twitter,[],Addis Ababa or Toronto
76,1266323920501854210,2020-05-29 11:02:04,Zecharias Zelalem,"No amount of looting or setting of fires can be put on par with systematic, tax payer funded, cold blooded murder, a script that plays out time and time again. They have a problem over there to say the least. #Minneapolis",8,0, ,twitter,[],Addis Ababa or Toronto
77,1266322537451044864,2020-05-29 10:56:34,Zecharias Zelalem,RT @Selam_Mussie: Here is reason number one why I passionately hate PR. You do whatever shit in the background but you take nice photos and…,0,2, ,twitter,[],Addis Ababa or Toronto
78,1266315538894065666,2020-05-29 10:28:46,Zecharias Zelalem,"@AmnestyEARO: State special police forces carry out extrajudicial killings on a regular basis. The armed ""Fanno"" militia are backed by regional forces and target the Qimant for horrific brutalities. Also, a return of the ተሃድሶ training session.
https://t.co/3xLAeKplh3",3,1, ,twitter,['https://www.amnesty.org.uk/press-releases/ethiopia-security-forces-must-face-justice-horrific-human-rights-violations-new'],Addis Ababa or Toronto
79,1266305340351623168,2020-05-29 09:48:14,Zecharias Zelalem,"@LozaMesfin @fanatelevision Right now this is all that counts. If this isn't done, nothing is solved.",0,0, ,twitter,[],Addis Ababa or Toronto
80,1266305053335236609,2020-05-29 09:47:06,Zecharias Zelalem,"Alas, after months of media coverage and bad press, it appears that dormant Ethiopian public officials woke up and 337 stranded citizens are now home. Greater problem isn't resolved, but it does my heart good to see these 337 women back on Ethiopian soil. Power of the media.",32,3, ,twitter,[],Addis Ababa or Toronto
81,1266304269075922944,2020-05-29 09:43:59,Zecharias Zelalem,"Ethiopian officials, including this man, Ambassador Shamebo Fitamo, the @mfaethiopia's Director General for Middle East Affairs, had opposed repatriations, with Ambassador Shamebo saying quite bluntly here that returnees would endanger 110 million people. 
https://t.co/rljwqvoZbS",9,0, ,twitter,['https://twitter.com/AShamebofitamo/status/1253082697594843137'],Addis Ababa or Toronto
82,1266303393728835584,2020-05-29 09:40:30,Zecharias Zelalem,The first @flyethiopian  non evacuation flight that lifted off from Beirut to Addis Ababa sold tickets at 680 plus quarantine fees. A total of 13 passengers were aboard that flight as migrants decried the airliner's price gouging. https://t.co/revLTn5npl,11,0, ,twitter,[],Addis Ababa or Toronto
83,1266301009900396549,2020-05-29 09:31:02,Zecharias Zelalem,It must be clarified that Ethiopia's National Carrier is owed no praise whatsoever. Domestic workers are completely dependent on evacuation flights because the airline has hiked the prices of one way Beirut to Addis flights considerably. No this doesn't include quarantine fees. https://t.co/fF2QYgBn6o,10,0, ,twitter,[],Addis Ababa or Toronto
84,1266298199641190400,2020-05-29 09:19:52,Zecharias Zelalem,"It's great that negotiations ended with the waving of fees. If you want clarity into how that happened, you'd have to ask Ethiopian activists who attended in lieu of Ethiopia's absent diplomats. Among those who negotiated on behalf of Ethiopian migrants, is @tsigereda_B.",12,0, ,twitter,[],Addis Ababa or Toronto
85,1266297420310167555,2020-05-29 09:16:46,Zecharias Zelalem,"Here's the thing: there are 1163 Ethiopian women who have returned from Beirut since January after having paid 550$. No word on whether they will be reimbursed. Also, there is no word on whether anything will be done to repatriate the thousands more who didn't have 550$ to spare. https://t.co/h3fYgy4Fh4",15,4, ,twitter,[],Addis Ababa or Toronto
86,1266295789090779136,2020-05-29 09:10:17,Zecharias Zelalem,"The embassies of Ghana, Nigeria, Philippines and Bangladesh. Representing Ethiopia? No diplomats...but activists from @EgnaLegnaDWU and Mesewat. Lebanese feminist organization KAFA organized the discussions with the Lebanese gov...which lasted from November to March. https://t.co/8D31mOwryV",23,1, ,twitter,[],Addis Ababa or Toronto
87,1266295108573396992,2020-05-29 09:07:35,Zecharias Zelalem,The real people who ought to be thanked for this are the diplomats and activists who negotiated with the Lebanese government. Lebanon recently waived all immigration fees for undocumented migrants who want to return home. Among them....,20,0, ,twitter,[],Addis Ababa or Toronto
88,1266294687947603968,2020-05-29 09:05:54,Zecharias Zelalem,"The order to reimburse is simply righting a wrong and not something to congratulate anyone over. The women should never have been charged in the first place. In March, immigration fees plus tickets costed about ~260$, women were being forced to fork over 550$ by the consulate.",18,1, ,twitter,[],Addis Ababa or Toronto
89,1266293684582023169,2020-05-29 09:01:55,Zecharias Zelalem,CONFIRMED: The first returnees from Beirut yesterday landed in Addis &amp; were reimbursed the 550$ registration fee after ample media backlash. State broadcaster @fanatelevision turned their arrival into a photo-op for about a dozen government officials from various ministries. https://t.co/lLVMbRwF8D,183,38, ,twitter,[],Addis Ababa or Toronto
90,1267514995413303301,2020-06-01 17:54:58,Bileh,"The renowned Palestinian author &amp; Editor-in-chief of @raialyoum1, @abdelbariatwan writes, ""As Ethiopian Provocations against Egypt &amp; Sudan are mounting, All #GERD related issues should be top priority for the Egyptian Army."" https://t.co/dSbLrcYKp6",1,0, ,twitter,['http://www.raialyoum.com/index.php/%d8%a7%d9%84%d8%a7%d8%b3%d8%aa%d9%81%d8%b2%d8%a7%d8%b2%d8%a7%d8%aa-%d8%a7%d9%84%d8%a7%d8%ab%d9%8a%d9%88%d8%a8%d9%8a%d8%a9-%d9%84%d9%85%d8%b5%d8%b1-%d9%88%d8%a7%d9%84%d8%b3%d9%88%d8%af%d8%a7%d9%86/'],Ethiopia
